order_id,customer_id,merchant_id,category,item_count,unit_price,total_amount,order_status,payment_method,order_date
ORD-112326,CUST-5105,MCH-440,Health & Personal Care,1,46.03,46.03,Delivered,Apple Pay,2026-07-29
ORD-112327,CUST-6083,MCH-646,Electronics,1,10.75,10.75,Delivered,UPI / NetBanking,2026-05-31
ORD-112328,CUST-9816,MCH-247,Home & Kitchen,1,20.68,20.68,Delivered,Apple Pay,2026-07-29
ORD-112329,CUST-3175,MCH-286,Books & Media,1,23.82,33.81,Delivered,Stripe,2026-04-21
ORD-112330,CUST-9737,MCH-201,Home & Kitchen,1,16.08,21.07,Shipped,Stripe,2026-05-22
ORD-112331,CUST-6224,MCH-535,Electronics,3,158.35,475.05,Delivered,Credit Card,2026-07-08
ORD-112332,CUST-2195,MCH-274,Health & Personal Care,1,12.08,17.07,Delivered,Stripe,2026-06-05
ORD-112333,CUST-3069,MCH-148,Books & Media,2,27.95,60.89,Shipped,Credit Card,2026-04-21
ORD-112334,CUST-4358,MCH-499,Apparel & Fashion,1,38.32,43.31,Shipped,Stripe,2026-04-28
ORD-112335,CUST-3438,MCH-379,Health & Personal Care,1,150.31,160.3,Delivered,PayPal,2026-07-13
ORD-112336,CUST-9808,MCH-192,Electronics,1,77.65,82.64,Cancelled,PayPal,2026-04-29
ORD-112337,CUST-5244,MCH-744,Home & Kitchen,1,34.1,34.1,Delivered,Stripe,2026-08-02
ORD-112338,CUST-4343,MCH-367,Electronics,2,159.36,323.71,Delivered,UPI / NetBanking,2026-05-29
ORD-112339,CUST-2811,MCH-677,Home & Kitchen,2,27.25,54.5,Delivered,PayPal,2026-08-22
ORD-112340,CUST-1171,MCH-777,Electronics,2,25.81,51.62,Shipped,Credit Card,2026-04-19
ORD-112341,CUST-5142,MCH-159,Apparel & Fashion,1,79.51,89.5,Delivered,Apple Pay,2026-08-15
ORD-112342,CUST-1625,MCH-169,Electronics,4,11.44,45.76,Shipped,PayPal,2026-09-21
ORD-112343,CUST-6906,MCH-567,Home & Kitchen,2,18.71,37.42,Delivered,Stripe,2026-09-09
ORD-112344,CUST-8983,MCH-448,Electronics,1,38.41,38.41,Processing,Credit Card,2026-07-26
ORD-112345,CUST-5063,MCH-407,Health & Personal Care,5,20.7,103.5,Delivered,Apple Pay,2026-07-23
ORD-112346,CUST-9644,MCH-161,Home & Kitchen,1,19.79,19.79,Delivered,Stripe,2026-04-25
ORD-112347,CUST-9142,MCH-262,Home & Kitchen,2,14.89,29.78,Delivered,Credit Card,2026-08-28
ORD-112348,CUST-1753,MCH-356,Sports & Fitness,1,22.02,32.01,Shipped,Stripe,2026-09-05
ORD-112349,CUST-7851,MCH-396,Electronics,1,125.1,130.09,Delivered,Stripe,2026-05-27
ORD-112350,CUST-6104,MCH-250,Health & Personal Care,2,36.93,83.85,Shipped,Stripe,2026-04-27
ORD-112351,CUST-8343,MCH-214,Health & Personal Care,1,18.39,23.38,Shipped,UPI / NetBanking,2026-06-07
ORD-112352,CUST-7926,MCH-533,Home & Kitchen,2,117.92,245.83,Shipped,Credit Card,2026-04-11
ORD-112353,CUST-7827,MCH-631,Electronics,2,235.3,470.6,Delivered,Credit Card,2026-08-09
ORD-112354,CUST-9359,MCH-366,Apparel & Fashion,1,36.46,36.46,Delivered,UPI / NetBanking,2026-05-07
ORD-112355,CUST-4685,MCH-716,Electronics,2,26.86,58.71,Delivered,Stripe,2026-06-12
ORD-112356,CUST-9277,MCH-700,Electronics,5,15.99,84.94,Processing,Stripe,2026-03-28
ORD-112357,CUST-2982,MCH-426,Home & Kitchen,2,57.51,120.01,Delivered,Stripe,2026-08-08
ORD-112358,CUST-5944,MCH-487,Apparel & Fashion,4,30.43,121.72,Delivered,UPI / NetBanking,2026-06-21
ORD-112359,CUST-8892,MCH-284,Electronics,2,37.41,79.81,Delivered,Apple Pay,2026-08-12
ORD-112360,CUST-9191,MCH-595,Home & Kitchen,1,74.48,79.47,Delivered,Credit Card,2026-08-15
ORD-112361,CUST-9633,MCH-581,Books & Media,5,31.2,165.99,Delivered,Credit Card,2026-09-17
ORD-112362,CUST-9462,MCH-728,Apparel & Fashion,1,53.13,53.13,Delivered,Credit Card,2026-09-16
ORD-112363,CUST-1343,MCH-725,Home & Kitchen,1,34.06,39.05,Delivered,Credit Card,2026-09-13
ORD-112364,CUST-4081,MCH-161,Home & Kitchen,1,21.7,26.69,Delivered,PayPal,2026-04-07
ORD-112365,CUST-7637,MCH-226,Electronics,2,61.26,132.51,Delivered,Credit Card,2026-04-21
ORD-112366,CUST-3291,MCH-133,Health & Personal Care,1,21.42,31.41,Delivered,UPI / NetBanking,2026-08-27
ORD-112367,CUST-2532,MCH-217,Home & Kitchen,1,18.29,18.29,Delivered,UPI / NetBanking,2026-09-06
ORD-112368,CUST-5362,MCH-105,Sports & Fitness,1,24.41,24.41,Delivered,Credit Card,2026-07-21
ORD-112369,CUST-2653,MCH-684,Electronics,1,16.49,21.48,Delivered,PayPal,2026-04-05
ORD-112370,CUST-5988,MCH-193,Sports & Fitness,1,40.87,40.87,Delivered,Apple Pay,2026-08-24
ORD-112371,CUST-7344,MCH-382,Apparel & Fashion,1,59.5,59.5,Cancelled,Stripe,2026-04-04
ORD-112372,CUST-9430,MCH-748,Apparel & Fashion,5,79.95,404.74,Delivered,Credit Card,2026-04-11
ORD-112373,CUST-2438,MCH-173,Electronics,1,24.51,24.51,Delivered,Stripe,2026-03-29
ORD-112374,CUST-4016,MCH-649,Sports & Fitness,1,20.87,30.86,Delivered,UPI / NetBanking,2026-04-24
ORD-112375,CUST-9166,MCH-133,Apparel & Fashion,1,33.92,33.92,Delivered,Credit Card,2026-07-15
ORD-112376,CUST-7389,MCH-154,Electronics,1,45.89,45.89,Delivered,Stripe,2026-08-16
ORD-112377,CUST-6977,MCH-468,Electronics,1,31.28,41.27,Shipped,Stripe,2026-04-21
ORD-112378,CUST-4079,MCH-775,Health & Personal Care,1,20.85,30.84,Delivered,Credit Card,2026-05-28
ORD-112379,CUST-7295,MCH-659,Electronics,3,88.08,274.23,Delivered,Credit Card,2026-07-13
ORD-112380,CUST-3258,MCH-272,Electronics,1,59.22,59.22,Delivered,Credit Card,2026-05-03
ORD-112381,CUST-9558,MCH-550,Electronics,4,11.3,55.19,Delivered,Credit Card,2026-06-09
ORD-112382,CUST-3991,MCH-279,Home & Kitchen,4,18.27,73.08,Refunded,Stripe,2026-05-22
ORD-112383,CUST-4741,MCH-105,Home & Kitchen,1,24.55,29.54,Delivered,Stripe,2026-04-22
ORD-112384,CUST-1085,MCH-627,Health & Personal Care,2,55.39,115.77,Delivered,Apple Pay,2026-08-15
ORD-112385,CUST-3493,MCH-270,Apparel & Fashion,2,10.9,26.79,Delivered,Apple Pay,2026-06-16
ORD-112386,CUST-7447,MCH-292,Electronics,1,21.28,21.28,Shipped,Stripe,2026-08-12
ORD-112387,CUST-9323,MCH-401,Home & Kitchen,1,90.32,95.31,Delivered,Credit Card,2026-05-08
ORD-112388,CUST-8588,MCH-543,Electronics,1,70.17,70.17,Delivered,UPI / NetBanking,2026-06-19
ORD-112389,CUST-1903,MCH-608,Apparel & Fashion,1,12.46,17.45,Processing,UPI / NetBanking,2026-06-02
ORD-112390,CUST-6083,MCH-281,Books & Media,2,17.49,44.97,Delivered,Apple Pay,2026-08-13
ORD-112391,CUST-7190,MCH-313,Health & Personal Care,1,11.48,16.47,Delivered,PayPal,2026-05-30
ORD-112392,CUST-3804,MCH-789,Apparel & Fashion,1,47.24,57.23,Delivered,Stripe,2026-05-23
ORD-112393,CUST-2226,MCH-736,Home & Kitchen,1,24.67,34.66,Delivered,Stripe,2026-08-15
ORD-112394,CUST-2284,MCH-709,Apparel & Fashion,1,12.63,17.62,Delivered,PayPal,2026-09-13
ORD-112395,CUST-1689,MCH-261,Home & Kitchen,2,80.42,170.83,Delivered,Stripe,2026-05-16
ORD-112396,CUST-6143,MCH-536,Books & Media,2,56.96,118.91,Delivered,Apple Pay,2026-08-23
ORD-112397,CUST-5782,MCH-648,Home & Kitchen,2,113.02,231.03,Delivered,Stripe,2026-07-07
ORD-112398,CUST-5881,MCH-588,Apparel & Fashion,1,39.77,39.77,Shipped,PayPal,2026-08-14
ORD-112399,CUST-5507,MCH-734,Electronics,1,12.79,12.79,Cancelled,PayPal,2026-05-26
ORD-112400,CUST-2996,MCH-245,Electronics,3,28.24,94.71,Delivered,Credit Card,2026-09-12
ORD-112401,CUST-5381,MCH-721,Apparel & Fashion,1,21.02,21.02,Delivered,Stripe,2026-07-12
ORD-112402,CUST-8680,MCH-744,Health & Personal Care,2,24.15,58.29,Cancelled,PayPal,2026-06-11
ORD-112403,CUST-1429,MCH-606,Apparel & Fashion,2,16.44,37.87,Shipped,Apple Pay,2026-08-12
ORD-112404,CUST-6700,MCH-438,Books & Media,1,29.45,39.44,Delivered,Apple Pay,2026-07-02
ORD-112405,CUST-4781,MCH-282,Books & Media,1,22.14,32.13,Delivered,Apple Pay,2026-04-08
ORD-112406,CUST-9794,MCH-359,Home & Kitchen,1,58.74,68.73,Delivered,Credit Card,2026-06-06
ORD-112407,CUST-9631,MCH-638,Health & Personal Care,1,57.31,62.3,Delivered,Apple Pay,2026-05-06
ORD-112408,CUST-6468,MCH-555,Home & Kitchen,2,36.56,73.12,Delivered,Stripe,2026-08-27
ORD-112409,CUST-5507,MCH-773,Home & Kitchen,2,77.12,159.23,Processing,Credit Card,2026-04-02
ORD-112410,CUST-1527,MCH-216,Home & Kitchen,2,27.26,64.51,Processing,Apple Pay,2026-04-22
ORD-112411,CUST-3996,MCH-139,Home & Kitchen,2,16.53,33.06,Delivered,Credit Card,2026-05-27
ORD-112412,CUST-4467,MCH-565,Apparel & Fashion,2,26.94,58.87,Delivered,Stripe,2026-07-09
ORD-112413,CUST-2361,MCH-666,Home & Kitchen,1,43.48,48.47,Delivered,PayPal,2026-06-27
ORD-112414,CUST-7817,MCH-541,Apparel & Fashion,4,17.25,78.99,Delivered,Credit Card,2026-04-27
ORD-112415,CUST-1703,MCH-268,Health & Personal Care,2,15.29,40.57,Shipped,Stripe,2026-09-19
ORD-112416,CUST-1662,MCH-555,Apparel & Fashion,2,20.53,51.05,Delivered,Credit Card,2026-06-04
ORD-112417,CUST-9556,MCH-549,Home & Kitchen,2,55.98,121.95,Shipped,Stripe,2026-09-21
ORD-112418,CUST-7256,MCH-652,Books & Media,1,17.89,17.89,Delivered,Credit Card,2026-04-22
ORD-112419,CUST-9367,MCH-745,Electronics,2,66.62,138.23,Delivered,Credit Card,2026-05-20
ORD-112420,CUST-6297,MCH-675,Sports & Fitness,1,17.04,17.04,Delivered,Stripe,2026-05-06
ORD-112421,CUST-9573,MCH-113,Books & Media,1,29.56,34.55,Delivered,Apple Pay,2026-05-26
ORD-112422,CUST-6378,MCH-690,Home & Kitchen,4,26.58,106.32,Delivered,Credit Card,2026-08-30
ORD-112423,CUST-1305,MCH-790,Home & Kitchen,3,19.78,59.34,Delivered,Credit Card,2026-07-23
ORD-112424,CUST-6497,MCH-402,Home & Kitchen,1,110.35,120.34,Shipped,Apple Pay,2026-03-29
ORD-112425,CUST-5697,MCH-430,Health & Personal Care,3,29.3,87.9,Delivered,UPI / NetBanking,2026-06-10
ORD-112426,CUST-3390,MCH-442,Electronics,2,28.09,61.17,Delivered,Apple Pay,2026-06-19
ORD-112427,CUST-8222,MCH-724,Apparel & Fashion,2,13.57,27.14,Delivered,PayPal,2026-06-17
ORD-112428,CUST-8933,MCH-501,Health & Personal Care,2,45.12,95.23,Delivered,Stripe,2026-06-07
ORD-112429,CUST-2465,MCH-173,Health & Personal Care,2,82.39,169.77,Shipped,Credit Card,2026-05-19
ORD-112430,CUST-8852,MCH-478,Health & Personal Care,1,63.65,63.65,Delivered,Apple Pay,2026-09-17
ORD-112431,CUST-1402,MCH-146,Apparel & Fashion,5,19.96,109.79,Shipped,Credit Card,2026-04-04
ORD-112432,CUST-7940,MCH-184,Home & Kitchen,1,18.25,18.25,Delivered,Stripe,2026-04-23
ORD-112433,CUST-3670,MCH-608,Electronics,1,18.82,23.81,Delivered,Apple Pay,2026-05-01
ORD-112434,CUST-9095,MCH-495,Home & Kitchen,1,67.13,72.12,Delivered,Apple Pay,2026-08-08
ORD-112435,CUST-9368,MCH-202,Health & Personal Care,1,11.94,11.94,Delivered,Apple Pay,2026-04-18
ORD-112436,CUST-5544,MCH-560,Electronics,1,20.35,30.34,Delivered,Apple Pay,2026-03-31
ORD-112437,CUST-9934,MCH-687,Electronics,1,88.51,93.5,Shipped,PayPal,2026-07-05
ORD-112438,CUST-6660,MCH-742,Apparel & Fashion,2,27.99,60.97,Delivered,Credit Card,2026-03-29
ORD-112439,CUST-7074,MCH-252,Apparel & Fashion,3,99.69,309.06,Shipped,Stripe,2026-09-03
ORD-112440,CUST-3348,MCH-123,Home & Kitchen,2,44.91,89.82,Processing,Stripe,2026-05-25
ORD-112441,CUST-7850,MCH-162,Apparel & Fashion,1,15.05,25.04,Delivered,UPI / NetBanking,2026-08-12
ORD-112442,CUST-5402,MCH-260,Health & Personal Care,2,47.95,105.89,Delivered,UPI / NetBanking,2026-07-29
ORD-112443,CUST-1750,MCH-554,Apparel & Fashion,2,54.85,119.69,Delivered,Credit Card,2026-05-03
ORD-112444,CUST-5062,MCH-105,Electronics,2,37.63,85.25,Delivered,Stripe,2026-06-15
ORD-112445,CUST-8434,MCH-444,Health & Personal Care,1,14.31,24.3,Delivered,Credit Card,2026-09-10
ORD-112446,CUST-9405,MCH-215,Apparel & Fashion,2,32.85,75.69,Processing,Apple Pay,2026-05-23
ORD-112447,CUST-2617,MCH-661,Home & Kitchen,1,55.49,55.49,Cancelled,Stripe,2026-03-28
ORD-112448,CUST-3530,MCH-296,Electronics,2,9.41,18.82,Delivered,Stripe,2026-08-28
ORD-112449,CUST-4333,MCH-719,Health & Personal Care,1,15.72,15.72,Delivered,Credit Card,2026-05-18
ORD-112450,CUST-8234,MCH-687,Electronics,3,78.12,244.35,Delivered,Stripe,2026-05-08
ORD-112451,CUST-6768,MCH-696,Apparel & Fashion,1,168.51,173.5,Delivered,PayPal,2026-08-09
ORD-112452,CUST-8707,MCH-213,Home & Kitchen,1,49.81,54.8,Delivered,Stripe,2026-07-28
ORD-112453,CUST-1511,MCH-291,Electronics,2,12.21,29.41,Delivered,PayPal,2026-07-21
ORD-112454,CUST-6082,MCH-417,Electronics,1,97.68,107.67,Delivered,Stripe,2026-06-28
ORD-112455,CUST-7860,MCH-690,Apparel & Fashion,1,123.41,128.4,Shipped,Credit Card,2026-06-23
ORD-112456,CUST-1252,MCH-796,Apparel & Fashion,3,40.51,126.52,Delivered,Stripe,2026-09-07
ORD-112457,CUST-5133,MCH-378,Apparel & Fashion,2,14.52,29.04,Delivered,Stripe,2026-07-08
ORD-112458,CUST-9820,MCH-145,Electronics,1,34.68,34.68,Processing,Apple Pay,2026-05-08
ORD-112459,CUST-4476,MCH-660,Home & Kitchen,1,115.43,115.43,Delivered,Credit Card,2026-07-26
ORD-112460,CUST-2725,MCH-297,Electronics,2,60.21,120.42,Delivered,Credit Card,2026-04-30
ORD-112461,CUST-3093,MCH-580,Sports & Fitness,3,37.32,111.96,Shipped,Apple Pay,2026-07-15
ORD-112462,CUST-2701,MCH-509,Electronics,1,9.9,9.9,Delivered,PayPal,2026-06-24
ORD-112463,CUST-9496,MCH-723,Sports & Fitness,1,80.78,90.77,Delivered,Credit Card,2026-09-11
ORD-112464,CUST-6834,MCH-546,Health & Personal Care,1,17.56,17.56,Processing,Credit Card,2026-09-01
ORD-112465,CUST-5340,MCH-329,Apparel & Fashion,1,47.87,52.86,Delivered,Credit Card,2026-09-01
ORD-112466,CUST-3807,MCH-225,Home & Kitchen,1,12.03,12.03,Delivered,Apple Pay,2026-08-02
ORD-112467,CUST-7301,MCH-171,Home & Kitchen,1,15.88,15.88,Delivered,Stripe,2026-08-30
ORD-112468,CUST-8572,MCH-390,Electronics,1,55.94,55.94,Delivered,Stripe,2026-04-04
ORD-112469,CUST-2024,MCH-470,Health & Personal Care,2,16.17,32.34,Delivered,PayPal,2026-09-21
ORD-112470,CUST-3975,MCH-603,Books & Media,2,98.69,197.38,Delivered,Apple Pay,2026-04-10
ORD-112471,CUST-9698,MCH-406,Sports & Fitness,2,47.63,95.26,Refunded,Credit Card,2026-08-13
ORD-112472,CUST-5856,MCH-253,Electronics,1,24.58,29.57,Shipped,UPI / NetBanking,2026-03-28
ORD-112473,CUST-7724,MCH-259,Home & Kitchen,1,26.4,26.4,Processing,Stripe,2026-04-26
ORD-112474,CUST-3567,MCH-470,Books & Media,1,48.91,48.91,Delivered,Credit Card,2026-08-06
ORD-112475,CUST-5587,MCH-249,Apparel & Fashion,1,39.18,44.17,Delivered,Apple Pay,2026-06-14
ORD-112476,CUST-5922,MCH-662,Electronics,2,11.5,27.99,Delivered,UPI / NetBanking,2026-08-08
ORD-112477,CUST-6046,MCH-216,Electronics,1,29.8,34.79,Delivered,Apple Pay,2026-09-04
ORD-112478,CUST-3894,MCH-515,Health & Personal Care,3,20.2,65.59,Delivered,PayPal,2026-05-23
ORD-112479,CUST-8203,MCH-625,Apparel & Fashion,2,11.62,33.23,Refunded,Stripe,2026-08-08
ORD-112480,CUST-8478,MCH-559,Books & Media,1,61.54,66.53,Refunded,Apple Pay,2026-06-16
ORD-112481,CUST-6274,MCH-100,Electronics,2,42.65,90.29,Shipped,Stripe,2026-06-28
ORD-112482,CUST-4613,MCH-270,Home & Kitchen,2,94,197.99,Delivered,Apple Pay,2026-05-22
ORD-112483,CUST-1038,MCH-122,Books & Media,2,116.61,243.21,Processing,Credit Card,2026-03-28
ORD-112484,CUST-4084,MCH-249,Sports & Fitness,1,51.54,51.54,Shipped,PayPal,2026-07-16
ORD-112485,CUST-7265,MCH-276,Apparel & Fashion,4,43.57,179.27,Delivered,PayPal,2026-08-21
ORD-112486,CUST-7598,MCH-222,Books & Media,1,21.67,21.67,Delivered,PayPal,2026-07-11
ORD-112487,CUST-3415,MCH-544,Electronics,1,92.15,92.15,Delivered,Credit Card,2026-04-12
ORD-112488,CUST-1758,MCH-775,Apparel & Fashion,1,66.77,66.77,Cancelled,PayPal,2026-04-03
ORD-112489,CUST-5342,MCH-387,Health & Personal Care,1,43.29,43.29,Delivered,Stripe,2026-04-16
ORD-112490,CUST-8066,MCH-346,Health & Personal Care,2,31.8,68.59,Delivered,Apple Pay,2026-08-16
ORD-112491,CUST-4116,MCH-529,Books & Media,1,14.54,14.54,Delivered,Apple Pay,2026-05-05
ORD-112492,CUST-1764,MCH-244,Electronics,1,30.73,30.73,Shipped,PayPal,2026-04-24
ORD-112493,CUST-5029,MCH-792,Sports & Fitness,3,142.54,427.62,Processing,Stripe,2026-05-15
ORD-112494,CUST-7445,MCH-468,Home & Kitchen,5,41.41,207.05,Delivered,Credit Card,2026-06-23
ORD-112495,CUST-8443,MCH-533,Electronics,1,39.94,39.94,Delivered,Credit Card,2026-06-14
ORD-112496,CUST-2317,MCH-213,Home & Kitchen,5,33.09,170.44,Delivered,Stripe,2026-04-22
ORD-112497,CUST-1700,MCH-793,Books & Media,3,14.28,42.84,Delivered,Credit Card,2026-04-15
ORD-112498,CUST-8527,MCH-161,Apparel & Fashion,1,12.41,17.4,Cancelled,UPI / NetBanking,2026-09-21
ORD-112499,CUST-5383,MCH-123,Apparel & Fashion,2,53.53,112.05,Shipped,Credit Card,2026-07-11
ORD-112500,CUST-2593,MCH-156,Electronics,2,65.91,131.82,Delivered,Stripe,2026-04-14
ORD-112501,CUST-5145,MCH-489,Apparel & Fashion,1,35.66,35.66,Refunded,Credit Card,2026-09-12
ORD-112502,CUST-7707,MCH-182,Home & Kitchen,5,37.42,187.1,Delivered,PayPal,2026-06-04
ORD-112503,CUST-7997,MCH-726,Health & Personal Care,1,59.97,64.96,Processing,Credit Card,2026-08-25
ORD-112504,CUST-8026,MCH-694,Home & Kitchen,1,36.46,36.46,Cancelled,Stripe,2026-05-22
ORD-112505,CUST-3612,MCH-592,Electronics,3,28.95,86.85,Delivered,Apple Pay,2026-06-02
ORD-112506,CUST-8399,MCH-726,Electronics,1,22.87,22.87,Delivered,Stripe,2026-05-28
ORD-112507,CUST-2908,MCH-175,Sports & Fitness,1,94.02,94.02,Delivered,Credit Card,2026-05-30
ORD-112508,CUST-7954,MCH-259,Electronics,3,24.13,82.38,Delivered,UPI / NetBanking,2026-05-10
ORD-112509,CUST-2790,MCH-764,Health & Personal Care,2,36.83,73.66,Delivered,Stripe,2026-05-19
ORD-112510,CUST-9168,MCH-163,Electronics,1,28.49,33.48,Delivered,Stripe,2026-08-22
ORD-112511,CUST-3928,MCH-615,Electronics,3,77.66,237.97,Shipped,Stripe,2026-06-15
ORD-112512,CUST-8681,MCH-266,Electronics,3,18.64,60.91,Delivered,PayPal,2026-07-12
ORD-112513,CUST-6251,MCH-229,Books & Media,5,10.97,59.84,Shipped,Credit Card,2026-08-27
ORD-112514,CUST-5127,MCH-506,Books & Media,1,49.56,49.56,Delivered,Stripe,2026-06-23
ORD-112515,CUST-5963,MCH-183,Electronics,1,16.09,16.09,Delivered,Stripe,2026-05-05
ORD-112516,CUST-6311,MCH-647,Health & Personal Care,1,8.67,18.66,Processing,Credit Card,2026-07-21
ORD-112517,CUST-9792,MCH-799,Home & Kitchen,1,89.16,89.16,Shipped,PayPal,2026-07-03
ORD-112518,CUST-3025,MCH-536,Electronics,1,14.46,14.46,Delivered,Stripe,2026-07-09
ORD-112519,CUST-8815,MCH-116,Apparel & Fashion,5,70.46,352.3,Delivered,Apple Pay,2026-08-30
ORD-112520,CUST-1987,MCH-697,Home & Kitchen,4,71.65,291.59,Delivered,Apple Pay,2026-04-24
ORD-112521,CUST-6310,MCH-350,Apparel & Fashion,1,38.12,48.11,Processing,PayPal,2026-07-16
ORD-112522,CUST-2965,MCH-599,Apparel & Fashion,2,26.21,57.41,Cancelled,UPI / NetBanking,2026-05-20
ORD-112523,CUST-8316,MCH-715,Apparel & Fashion,1,14.51,19.5,Delivered,Stripe,2026-08-30
ORD-112524,CUST-1868,MCH-561,Home & Kitchen,4,12.35,49.4,Delivered,Apple Pay,2026-05-18
ORD-112525,CUST-3063,MCH-429,Electronics,1,39.75,44.74,Processing,Apple Pay,2026-07-12
ORD-112526,CUST-2129,MCH-548,Health & Personal Care,2,169.57,349.13,Delivered,Credit Card,2026-04-08
ORD-112527,CUST-5378,MCH-415,Apparel & Fashion,5,27.06,140.29,Delivered,Credit Card,2026-05-18
ORD-112528,CUST-6154,MCH-564,Sports & Fitness,4,81.75,331.99,Delivered,Apple Pay,2026-08-06
ORD-112529,CUST-7256,MCH-395,Books & Media,1,52.13,57.12,Delivered,Credit Card,2026-09-21
ORD-112530,CUST-7451,MCH-305,Electronics,3,98.3,294.9,Refunded,Stripe,2026-04-30
ORD-112531,CUST-2934,MCH-404,Apparel & Fashion,1,35.58,40.57,Delivered,Apple Pay,2026-07-15
ORD-112532,CUST-2076,MCH-436,Apparel & Fashion,1,28.68,28.68,Delivered,PayPal,2026-06-18
ORD-112533,CUST-6200,MCH-477,Home & Kitchen,1,24.41,24.41,Delivered,Credit Card,2026-08-28
ORD-112534,CUST-2639,MCH-309,Electronics,1,26.18,26.18,Delivered,Stripe,2026-04-22
ORD-112535,CUST-7385,MCH-262,Home & Kitchen,1,15.48,25.47,Delivered,Stripe,2026-09-12
ORD-112536,CUST-9222,MCH-493,Home & Kitchen,1,126.87,126.87,Delivered,Apple Pay,2026-06-14
ORD-112537,CUST-8996,MCH-119,Health & Personal Care,2,39.31,78.62,Delivered,Credit Card,2026-07-02
ORD-112538,CUST-1703,MCH-500,Books & Media,1,13.98,18.97,Refunded,Stripe,2026-06-09
ORD-112539,CUST-6480,MCH-650,Electronics,1,9,9,Shipped,PayPal,2026-08-04
ORD-112540,CUST-9424,MCH-149,Home & Kitchen,1,51.79,51.79,Cancelled,Credit Card,2026-08-29
ORD-112541,CUST-8777,MCH-191,Electronics,1,102.39,107.38,Delivered,Credit Card,2026-07-23
ORD-112542,CUST-6362,MCH-567,Apparel & Fashion,1,28.62,28.62,Shipped,PayPal,2026-05-21
ORD-112543,CUST-1950,MCH-300,Home & Kitchen,1,31.77,41.76,Delivered,PayPal,2026-03-27
ORD-112544,CUST-9250,MCH-275,Electronics,1,35.51,45.5,Processing,Apple Pay,2026-07-08
ORD-112545,CUST-3818,MCH-516,Books & Media,5,74.53,372.65,Delivered,Apple Pay,2026-04-07
ORD-112546,CUST-4600,MCH-761,Sports & Fitness,2,104.59,214.17,Delivered,PayPal,2026-07-07
ORD-112547,CUST-9493,MCH-145,Electronics,1,24.99,34.98,Delivered,Credit Card,2026-09-09
ORD-112548,CUST-8845,MCH-188,Apparel & Fashion,2,108.49,221.97,Delivered,Apple Pay,2026-04-04
ORD-112549,CUST-3944,MCH-327,Electronics,3,91.31,283.92,Delivered,UPI / NetBanking,2026-04-22
ORD-112550,CUST-7255,MCH-114,Apparel & Fashion,1,9.22,9.22,Delivered,Apple Pay,2026-08-19
ORD-112551,CUST-8580,MCH-448,Electronics,2,67.95,135.9,Processing,Credit Card,2026-04-09
ORD-112552,CUST-9508,MCH-264,Electronics,1,9.53,19.52,Delivered,Apple Pay,2026-09-07
ORD-112553,CUST-6264,MCH-557,Electronics,1,16.27,16.27,Delivered,Apple Pay,2026-04-02
ORD-112554,CUST-8518,MCH-685,Apparel & Fashion,1,18.98,18.98,Delivered,Stripe,2026-07-28
ORD-112555,CUST-9122,MCH-415,Sports & Fitness,1,8.63,13.62,Delivered,Stripe,2026-08-23
ORD-112556,CUST-2178,MCH-720,Electronics,1,54.33,59.32,Shipped,Credit Card,2026-08-11
ORD-112557,CUST-4855,MCH-368,Health & Personal Care,1,60.22,70.21,Delivered,Stripe,2026-07-12
ORD-112558,CUST-9523,MCH-246,Sports & Fitness,1,38,38,Processing,Credit Card,2026-06-25
ORD-112559,CUST-7037,MCH-595,Home & Kitchen,1,13.11,18.1,Processing,Credit Card,2026-04-14
ORD-112560,CUST-1527,MCH-404,Apparel & Fashion,1,18.38,18.38,Delivered,Apple Pay,2026-04-04
ORD-112561,CUST-3059,MCH-378,Books & Media,1,16.9,26.89,Delivered,Stripe,2026-07-08
ORD-112562,CUST-1211,MCH-154,Home & Kitchen,1,59.3,64.29,Delivered,Apple Pay,2026-07-30
ORD-112563,CUST-2714,MCH-564,Electronics,4,70.62,287.47,Delivered,Credit Card,2026-04-19
ORD-112564,CUST-3688,MCH-621,Apparel & Fashion,5,18.3,96.49,Shipped,Stripe,2026-08-18
ORD-112565,CUST-4266,MCH-283,Apparel & Fashion,1,31.89,36.88,Refunded,Credit Card,2026-08-12
ORD-112566,CUST-6149,MCH-215,Books & Media,1,12.34,17.33,Shipped,Stripe,2026-09-09
ORD-112567,CUST-2332,MCH-459,Apparel & Fashion,1,32.19,32.19,Delivered,UPI / NetBanking,2026-08-14
ORD-112568,CUST-7820,MCH-284,Electronics,1,24.55,29.54,Refunded,Credit Card,2026-08-08
ORD-112569,CUST-6891,MCH-657,Books & Media,3,72.22,221.65,Delivered,Stripe,2026-04-17
ORD-112570,CUST-5686,MCH-667,Electronics,2,27.5,59.99,Delivered,UPI / NetBanking,2026-09-04
ORD-112571,CUST-5091,MCH-720,Home & Kitchen,2,16.05,32.1,Delivered,Credit Card,2026-07-07
ORD-112572,CUST-1443,MCH-373,Electronics,1,77.6,82.59,Delivered,PayPal,2026-05-30
ORD-112573,CUST-1926,MCH-679,Health & Personal Care,2,182.52,365.04,Shipped,Credit Card,2026-07-12
ORD-112574,CUST-7246,MCH-414,Home & Kitchen,1,75.2,85.19,Shipped,UPI / NetBanking,2026-09-20
